id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
1208,3,0,3,1,4,2,0.5,2,2,1,0.5,6,1,0,1,4,12.11,6.42,498.63,0.03,21,0.16,27.7,77.71,0.5,1,2,6,0.2,11,10,6,7,10,80,4,N
1209,3,0,3,1,4,2,0.5,2,2,1,0.5,6,1,0,1,3,10.89,5.4,317.58,0.02,17,0.19,17.64,58.81,0.5,1,2,6,0.29,9,8,5,6,7,80,4,N
1210,12,1,48,20,12,8,0.15,6,2,5,0.63,24,1,0,5,2,18.01,123.13,273078.67,0.74,429,0.01,15171.04,2217.9,0.13,3,6,18,0.1,197,232,16,20,77,93.15,53,N
1211,3,0,6,0,4,2,0.29,2,2,1,0.5,6,1,0,1,3,12.44,9,1008,0.04,28,0.11,56,112,0.5,1,2,6,0.18,14,14,7,9,11,85.71,7,N
1212,7,2,11,6,10,4,0.33,4,2.5,3,0.75,12,4,1,1,5,21,15,4723.94,0.1,67,0.07,262.44,314.93,1,3,5,10,0.18,30,37,13,13,22,94.44,12,N
1213,13,2,34,8,18,7,0.2,6,3,1,0.14,28,7,1,1,5,27.18,61.56,103003.28,0.56,341,0.02,5722.4,1673.25,1,6,9,23,0.15,161,180,17,13,47,97.67,35,N
1214,15,2,31,5,20,8,0.24,6,3.33,1,0.13,29,8,1,3,4,23.08,58.59,79247.79,0.45,273,0.02,4402.65,1352.5,1,7,10,23,0.19,125,148,16,15,43,92.31,34,N
1215,5,2,14,0,8,3,0.18,4,2,2,0.67,13,1,0,3,3,26.92,10.94,3220.15,0.1,60,0.09,178.9,294.41,0.33,2,4,12,0.16,25,35,16,14,19,82.35,17,N
1216,7,0,41,5,12,4,0.09,6,2,1,0.25,16,1,0,3,2,26.9,120.08,387847.94,1.08,714,0.01,21547.11,3229.82,0.25,3,6,14,0.08,262,452,12,11,51,93.88,44,N
1217,5,1,14,0,8,3,0.18,4,2,1,0.33,9,1,0,3,3,17.05,11.25,2157.94,0.06,46,0.09,119.89,191.82,0.33,2,4,8,0.14,18,28,8,10,21,82.35,17,N
1218,3,1,6,3,4,2,0.29,2,2,1,0.5,7,1,0,1,2,11.44,10.71,1313.83,0.04,30,0.09,72.99,122.62,0.5,1,2,7,0.15,15,15,7,10,13,90,7,N
1219,3,0,4,0,4,2,0.4,2,2,1,0.5,6,1,0,1,2,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.25,4,7,2,5,8,80,5,N
1220,23,0,39,2,40,12,0.27,18,2.22,1,0.08,48,6,0,6,7,31.07,35.11,38303.42,0.36,205,0.03,2127.97,1091,0.5,11,20,38,0.22,95,110,23,17,55,87.23,45,N
1221,5,0,8,2,8,3,0.3,4,2,1,0.33,12,1,0,2,3,19.9,8.8,1541.2,0.06,42,0.11,85.62,175.14,0.33,2,4,11,0.18,22,20,10,8,17,83.33,10,N
1222,5,0,8,2,8,3,0.3,4,2,1,0.33,12,1,0,2,3,19.9,8.8,1541.2,0.06,42,0.11,85.62,175.14,0.33,2,4,11,0.18,22,20,10,8,17,83.33,10,N
1223,7,1,14,3,12,4,0.24,6,2,2,0.5,17,1,0,3,4,15.1,18.6,5225.56,0.09,63,0.05,290.31,280.94,0.25,3,6,15,0.16,31,32,10,12,25,85,17,N
1224,3,0,4,0,4,2,0.4,2,2,1,0.5,6,1,0,1,2,10.24,9.1,848.2,0.03,26,0.11,47.12,93.21,0.5,1,2,6,0.22,13,13,5,7,9,80,5,N
1225,3,0,8,0,4,2,0.22,2,2,1,0.5,6,1,0,1,3,18.88,36.9,25706.76,0.23,164,0.03,1428.15,696.66,0.5,1,2,6,0.15,82,82,10,9,13,88.89,9,N
1226,3,2,7,4,4,2,0.25,2,2,1,0.5,8,1,0,1,2,15.26,11.4,1982.66,0.06,39,0.09,110.15,173.92,0.5,1,2,8,0.14,19,20,10,12,14,91.67,8,N
1227,7,0,7,2,12,4,0.5,6,2,1,0.25,16,1,0,1,2,13.02,12,1875.31,0.05,40,0.08,104.18,156.28,0.25,3,6,14,0.33,21,19,7,8,12,90,8,Y
1228,7,2,13,5,10,4,0.29,4,2.5,3,0.75,11,4,1,1,5,23.56,17.73,7408.74,0.14,86,0.06,411.6,417.79,1,3,5,9,0.17,38,48,15,14,23,94.74,14,N
1229,11,3,18,19,16,6,0.29,6,2.67,4,0.67,24,6,1,3,5,19.55,75.6,111737.37,0.49,293,0.01,6207.63,1478.01,1,5,8,20,0.14,126,167,15,18,44,92.5,21,N
1230,21,3,28,16,32,11,0.35,12,2.67,5,0.45,43,11,1,3,4,18.41,86.77,138606.57,0.53,314,0.01,7700.36,1597.46,1,10,16,34,0.22,137,177,15,19,51,93.62,31,N
1231,11,2,14,3,20,6,0.33,10,2,3,0.5,26,1,0,4,2,18.23,24.5,10940.27,0.15,95,0.04,607.79,446.54,0.17,5,10,22,0.26,49,46,13,13,23,80.95,18,N
1232,7,1,12,1,12,4,0.31,6,2,1,0.25,17,1,0,1,4,19.87,20.53,8379.04,0.14,84,0.05,465.5,408.07,0.25,3,6,15,0.21,44,40,15,14,19,92.86,13,N
1233,5,3,21,3,8,3,0.12,4,2,1,0.33,13,1,0,4,2,28.25,18.42,9580.18,0.17,105,0.05,532.23,520.19,0.33,2,4,12,0.1,51,54,18,13,30,85.71,25,N
1234,3,0,3,1,4,2,0.5,2,2,1,0.5,6,1,0,1,4,12.05,5.83,410.13,0.02,19,0.17,22.79,70.31,0.5,1,2,6,0.29,10,9,6,7,7,80,4,N
1235,3,1,6,2,4,2,0.29,2,2,2,1,6,1,0,1,2,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,0.5,1,2,6,0.18,9,12,5,8,11,88.89,7,N
1236,3,0,3,1,4,2,0.5,2,2,1,0.5,6,1,0,1,4,12.11,6.42,498.63,0.03,21,0.16,27.7,77.71,0.5,1,2,6,0.18,11,10,6,7,11,80,4,N
1237,3,0,3,2,4,2,0.5,2,2,1,0.5,6,1,0,1,3,11.98,5.25,330.26,0.02,17,0.19,18.35,62.91,0.5,1,2,6,0.25,9,8,6,7,8,83.33,4,N
1238,3,0,3,1,4,2,0.5,2,2,1,0.5,6,1,0,1,2,10.81,4.8,249.08,0.02,15,0.21,13.84,51.89,0.5,1,2,6,0.29,8,7,5,6,7,80,4,N
1239,3,0,4,0,4,2,0.4,2,2,1,0.5,6,1,0,1,2,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.25,4,7,2,5,8,80,5,N
1240,3,1,4,0,4,2,0.4,2,2,2,1,6,1,0,1,2,10.54,5.25,290.59,0.02,16,0.19,16.14,55.35,0.5,1,2,6,0.22,6,10,4,7,9,80,5,N
1241,5,6,11,6,8,3,0.25,4,2,3,1,18,1,0,1,2,28.19,18.79,9952.06,0.18,105,0.05,552.89,529.66,0.33,2,4,17,0.15,51,54,19,14,20,94.44,12,N
1242,3,1,4,1,4,2,0.4,2,2,2,1,6,1,0,1,1,11.52,3.75,161.94,0.01,13,0.27,9,43.19,0.5,1,2,6,0.25,5,8,4,6,8,83.33,5,N
1243,9,0,40,8,16,5,0.11,8,2,1,0.2,20,1,0,4,3,21.96,95,198185,0.7,455,0.01,11010.28,2086.15,0.2,4,8,17,0.09,190,265,12,12,55,92.31,44,N
1244,5,1,7,8,8,3,0.38,4,2,2,0.67,11,1,0,1,4,13.79,12.95,2313.9,0.06,38,0.08,128.55,178.62,0.33,2,4,10,0.17,19,19,11,15,18,93.75,8,N
1245,5,1,7,8,8,3,0.38,4,2,2,0.67,11,1,0,1,4,13.79,12.95,2313.9,0.06,38,0.08,128.55,178.62,0.33,2,4,10,0.17,19,19,11,15,18,93.75,8,N
1246,5,1,7,8,8,3,0.38,4,2,2,0.67,11,1,0,1,4,13.79,12.95,2313.9,0.06,38,0.08,128.55,178.62,0.33,2,4,10,0.17,19,19,11,15,18,93.75,8,N
1247,5,1,7,6,8,3,0.38,4,2,2,0.67,11,1,0,1,4,13.79,12.95,2313.9,0.06,38,0.08,128.55,178.62,0.33,2,4,10,0.19,19,19,11,15,16,92.86,8,N
1248,5,1,7,6,8,3,0.38,4,2,2,0.67,11,1,0,1,4,13.79,12.95,2313.9,0.06,38,0.08,128.55,178.62,0.33,2,4,10,0.19,19,19,11,15,16,92.86,8,N
1249,3,1,5,1,4,2,0.33,2,2,2,1,5,1,0,1,4,16.46,8.4,1161.24,0.05,31,0.12,64.51,138.24,0.5,1,2,5,0.22,14,17,10,12,9,85.71,6,N
1250,3,1,5,1,4,2,0.33,2,2,2,1,5,1,0,1,4,16.46,8.4,1161.24,0.05,31,0.12,64.51,138.24,0.5,1,2,5,0.22,14,17,10,12,9,85.71,6,N
1251,51,2,99,36,64,33,0.32,16,4,5,0.15,90,4,0,5,2,51.88,52.93,145316.78,0.92,445,0.02,8073.15,2745.62,0.12,24,32,59,0.23,140,305,41,31,142,96.43,104,N
1252,13,9,32,6,22,7,0.18,10,2.2,7,1,43,5,0,6,2,35.74,23,18906.42,0.27,159,0.04,1050.36,822.02,0.71,6,11,38,0.15,46,113,18,18,46,86.36,38,N
1253,5,1,3,4,6,3,0.75,2,3,2,0.67,7,3,1,1,1,10.66,9,863.17,0.03,23,0.11,47.95,95.91,1,2,3,6,0.3,9,14,6,12,10,87.5,4,N
1254,109,49,263,110,190,54,0.19,84,2.26,48,0.89,290,33,0,25,2,186.86,51.11,488050.43,3.18,1247,0.02,27113.91,9549.79,0.61,53,95,237,0.14,543,704,170,32,400,93.72,288,N
1255,3,3,4,0,4,2,0.4,2,2,1,0.5,8,1,0,1,2,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,0.5,1,2,8,0.29,9,12,5,8,7,80,5,N
1256,6,5,16,1,4,4,0.2,2,2,3,0.75,15,1,0,4,2,15.54,13,2626.61,0.07,46,0.08,145.92,202.05,0.25,1,2,13,0.17,16,30,8,13,23,80.95,20,N
1257,3,2,2,5,4,2,0.67,2,2,2,1,6,1,0,1,0,9,3,81,0.01,9,0.33,4.5,27,0.5,1,2,6,0.2,2,7,2,6,10,87.5,3,N
1258,3,2,2,4,4,2,0.5,2,2,2,1,6,1,0,2,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,0.5,1,2,6,0.2,2,6,2,5,10,75,4,N
1259,3,0,1,4,4,2,1,2,2,1,0.5,6,1,0,1,0,6.97,5,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,6,0.25,5,6,3,6,8,83.33,2,N
1260,3,2,3,0,4,2,0.5,2,2,2,1,6,1,0,1,0,15,2,60,0.01,10,0.5,3.33,30,0.5,1,2,6,0.33,4,6,4,4,6,75,4,N
1261,3,2,3,0,4,2,0.5,2,2,2,1,9,1,0,1,0,9.77,7.2,506.22,0.02,19,0.14,28.12,70.31,0.5,1,2,9,0.33,9,10,5,8,6,75,4,N
1262,5,2,8,0,8,3,0.33,4,2,3,1,9,1,0,1,2,14.12,17.85,4498.36,0.08,53,0.06,249.91,252.01,0.33,2,4,8,0.27,21,32,10,17,11,88.89,9,N
1263,3,1,5,0,4,2,0.33,2,2,2,1,5,1,0,1,1,10.04,17.5,3074.62,0.06,40,0.06,170.81,175.69,0.5,1,2,5,0.25,14,26,6,15,8,83.33,6,N
1264,9,1,14,2,16,5,0.29,8,2,2,0.4,18,1,0,3,1,9.4,27.43,7072.27,0.09,57,0.04,392.9,257.83,0.2,4,8,15,0.24,24,33,7,16,21,84.21,17,N
1265,5,1,6,0,4,3,0.3,2,2,1,0.33,10,1,0,4,0,8.31,9.17,698.02,0.03,20,0.11,38.78,76.15,0.33,1,2,9,0.25,5,15,3,11,12,60,10,N
1266,3,1,0,0,4,2,1,2,2,2,1,5,1,0,0,0,8.3,4,132.88,0.01,10,0.25,7.38,33.22,0.5,1,2,5,2,2,8,2,8,1,0,0,N
1267,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1268,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1269,3,0,2,0,6,2,0.67,2,3,1,0.5,5,1,0,1,1,9.34,6.67,415.13,0.02,18,0.15,23.06,62.27,0.5,2,3,5,0.4,5,13,3,8,5,66.67,3,N
1270,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1271,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1272,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1273,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1274,3,1,1,0,4,2,1,2,2,2,1,6,1,0,1,1,11.41,2.5,71.32,0.01,9,0.4,3.96,28.53,0.5,1,2,6,0.5,4,5,4,5,4,50,2,N
1275,3,1,1,0,4,2,1,2,2,2,1,6,1,0,1,0,9.51,3,85.59,0.01,9,0.33,4.75,28.53,0.5,1,2,6,0.5,3,6,3,6,4,50,2,N
1276,3,1,1,0,6,2,1,2,3,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,2,3,5,0.5,5,9,4,7,4,50,2,N
1277,3,1,1,0,6,2,1,2,3,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,2,3,5,0.5,5,9,4,7,4,50,2,N
1278,3,1,1,0,6,2,1,2,3,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,2,3,5,0.5,5,9,4,7,4,50,2,N
1279,3,1,1,0,6,2,1,2,3,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,2,3,5,0.5,5,9,4,7,4,50,2,N
1280,3,1,2,4,4,2,0.67,2,2,2,1,5,1,0,1,0,8,3,72,0.01,8,0.33,4,24,0.5,1,2,5,0.22,2,6,2,6,9,85.71,3,N
1281,3,1,2,0,4,2,0.67,2,2,2,1,5,1,0,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,0.5,1,2,5,0.4,3,6,3,6,5,66.67,3,N
1282,5,2,4,4,8,3,0.6,4,2,2,0.67,11,1,0,1,1,11.72,6,421.94,0.02,18,0.17,23.44,70.32,0.33,2,4,10,0.27,8,10,6,9,11,88.89,5,N
1283,3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,0,10.3,4,164.84,0.01,13,0.25,9.16,41.21,0.5,2,3,5,0.5,4,9,3,6,4,50,2,N
1284,5,3,7,0,8,3,0.3,4,2,3,1,10,1,0,3,2,23.36,5.25,643.78,0.04,30,0.19,35.77,122.62,0.33,2,4,9,0.25,15,15,10,7,12,70,10,N
1285,5,3,7,0,8,3,0.3,4,2,3,1,10,1,0,3,3,26.21,5.09,679.32,0.04,32,0.2,37.74,133.44,0.33,2,4,9,0.25,16,16,11,7,12,70,10,N
1286,5,8,12,3,8,3,0.2,4,2,3,1,18,1,0,3,2,16.58,12.57,2621.1,0.07,50,0.08,145.62,208.5,0.33,2,4,17,0.15,16,34,7,11,20,83.33,15,N
1287,3,1,0,0,4,2,1,2,2,1,0.5,7,1,0,0,2,8.18,7,401.52,0.02,16,0.14,22.31,57.36,0.5,1,2,7,2,7,9,4,8,1,0,0,N
1288,3,1,0,0,4,2,1,2,2,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,19,0.13,32.5,76,0.5,1,2,7,2,7,12,5,11,1,0,0,N
1289,1,1,1,0,4,1,0.5,2,2,1,1,2,1,0,1,2,11.24,4,179.89,0.01,13,0.25,9.99,44.97,1,1,2,3,0.25,3,10,3,8,4,50,2,N
1290,3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,2,5.05,5,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50,2,N
1291,7,0,1,0,12,4,2,6,2,1,0.25,12,1,0,1,3,6.66,10,665.68,0.02,21,0.1,36.98,66.57,0.25,3,6,10,1,10,11,3,6,4,50,2,N
1292,3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,2,5.05,5,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50,2,N
1293,7,0,1,0,12,4,2,6,2,1,0.25,12,1,0,1,3,6.66,10,665.68,0.02,21,0.1,36.98,66.57,0.25,3,6,10,1,10,11,3,6,4,50,2,N
1294,3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,2,3.95,15.75,980.75,0.02,18,0.06,54.49,62.27,0.5,1,2,6,0.5,7,11,2,9,4,50,2,N
1295,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
1296,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
1297,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
1298,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.2,2,6,2,6,5,50,2,N
1299,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
1300,5,0,1,0,8,3,1.5,2,4,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,23,0.07,59.68,79.57,0.33,3,4,6,0.75,6,17,2,9,4,50,2,N
1301,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
1302,1,1,1,4,4,1,0.5,2,2,1,1,2,1,0,1,2,11.24,4,179.89,0.01,13,0.25,9.99,44.97,1,1,2,3,0.13,3,10,3,8,8,83.33,2,N
1303,3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,2,7,6,252,0.01,14,0.17,14,42,0.5,2,3,5,0.5,4,10,2,6,4,50,2,N
1304,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
1305,3,3,4,0,4,2,0.4,2,2,1,0.5,8,1,0,1,2,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,0.5,1,2,8,0.29,9,12,5,8,7,80,5,N
1306,6,5,16,1,4,4,0.2,2,2,3,0.75,15,1,0,4,2,15.54,13,2626.61,0.07,46,0.08,145.92,202.05,0.25,1,2,13,0.17,16,30,8,13,23,80.95,20,N
1307,7,2,12,0,12,4,0.27,6,2,3,0.75,15,1,0,3,2,10.48,27.19,7748.01,0.09,63,0.04,430.45,284.98,0.25,3,6,13,0.24,29,34,8,15,17,80,15,N
1308,7,3,12,0,12,4,0.27,6,2,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,69,0.04,446.86,324.33,0.25,3,6,14,0.24,31,38,10,16,17,80,15,N
1309,3,2,2,5,4,2,0.67,2,2,2,1,6,1,0,1,0,9,3,81,0.01,9,0.33,4.5,27,0.5,1,2,6,0.2,2,7,2,6,10,87.5,3,N
1310,3,2,2,4,4,2,0.5,2,2,2,1,6,1,0,2,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,0.5,1,2,6,0.2,2,6,2,5,10,75,4,N
1311,3,0,1,4,4,2,1,2,2,1,0.5,6,1,0,1,0,6.97,5,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,6,0.25,5,6,3,6,8,83.33,2,N
1312,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,N
1313,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,N
1314,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,N
1315,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,N
1316,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,N
1317,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,N
1318,5,3,4,0,6,3,0.6,2,3,3,1,10,3,1,1,2,15.9,5.79,532.29,0.03,23,0.17,29.57,92,1,2,3,9,0.43,9,14,7,9,7,80,5,N
1319,5,3,4,0,6,3,0.6,2,3,3,1,10,3,1,1,3,17.44,5.63,551.81,0.03,24,0.18,30.66,98.1,1,2,3,9,0.38,10,14,8,9,8,80,5,N
1320,5,4,3,0,8,3,0.75,4,2,3,1,16,1,0,1,0,13.46,9.33,1172.67,0.04,33,0.11,65.15,125.64,0.33,2,4,15,0.5,14,19,6,8,6,75,4,N
1321,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,N
1322,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,N
1323,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,N
1324,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,N
1325,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,N
1326,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,N
1327,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,N
1328,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,N
1329,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,N
1330,5,1,6,0,4,3,0.3,2,2,1,0.33,10,1,0,4,0,8.31,9.17,698.02,0.03,20,0.11,38.78,76.15,0.33,1,2,9,0.25,5,15,3,11,12,60,10,N
1331,3,1,0,0,4,2,1,2,2,2,1,5,1,0,0,0,8.3,4,132.88,0.01,10,0.25,7.38,33.22,0.5,1,2,5,2,2,8,2,8,1,0,0,N
1332,5,1,4,0,8,3,0.5,4,2,2,0.67,9,1,0,2,1,8.54,5.83,290.67,0.02,15,0.17,16.14,49.83,0.33,2,4,8,0.38,5,10,3,7,8,66.67,6,N
1333,3,1,3,0,4,2,0.4,2,2,1,0.5,6,1,0,2,3,12.14,5.33,345.2,0.02,17,0.19,19.18,64.73,0.5,1,2,6,0.29,8,9,6,8,7,60,5,N
1334,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1335,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1336,3,0,2,0,6,2,0.67,2,3,1,0.5,5,1,0,1,1,9.34,6.67,415.13,0.02,18,0.15,23.06,62.27,0.5,2,3,5,0.4,5,13,3,8,5,66.67,3,N
1337,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1338,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1339,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1340,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,N
1341,3,1,1,0,4,2,1,2,2,2,1,6,1,0,1,1,11.41,2.5,71.32,0.01,9,0.4,3.96,28.53,0.5,1,2,6,0.5,4,5,4,5,4,50,2,N
1342,3,1,1,0,4,2,1,2,2,2,1,6,1,0,1,0,9.51,3,85.59,0.01,9,0.33,4.75,28.53,0.5,1,2,6,0.5,3,6,3,6,4,50,2,N
1343,5,2,3,0,6,3,0.6,2,3,2,0.67,9,1,0,2,2,18.2,5.5,550.43,0.03,24,0.18,30.58,100.08,0.33,2,3,8,0.43,11,13,9,9,7,60,5,N
1344,3,1,3,0,4,2,0.4,2,2,1,0.5,6,1,0,2,3,20.31,3.38,231.3,0.02,18,0.3,12.85,68.53,0.5,1,2,6,0.29,9,9,8,6,7,60,5,N
1345,3,2,5,0,4,2,0.25,2,2,1,0.5,8,1,0,3,1,24.31,4.28,444.89,0.03,26,0.23,24.72,104,0.5,1,2,8,0.2,11,15,9,7,10,62.5,8,N
